DayOfWeek,Department,TimeOfDay,PatientInflow
Tuesday,Neurology,Night,13
Wednesday,Neurology,Morning,5
Friday,Cardiology,Morning,28
Thursday,Oncology,Morning,29
Monday,Oncology,Afternoon,12
Friday,Cardiology,Night,10
Saturday,Cardiology,Evening,17
Friday,Oncology,Afternoon,16
Saturday,Pediatrics,Afternoon,19
Monday,Emergency,Morning,18
Saturday,Cardiology,Evening,14
Wednesday,Cardiology,Night,21
Thursday,Neurology,Night,19
Tuesday,Neurology,Night,15
Wednesday,Cardiology,Evening,15
Tuesday,Pediatrics,Evening,16
Sunday,Pediatrics,Morning,23
Saturday,Neurology,Afternoon,18
Thursday,Emergency,Afternoon,24
Wednesday,Cardiology,Night,5
Friday,Pediatrics,Evening,24
Wednesday,Pediatrics,Morning,21
Tuesday,Cardiology,Evening,10
Friday,Emergency,Evening,29
Monday,Neurology,Evening,20
Wednesday,Cardiology,Evening,13
Wednesday,Emergency,Night,16
Friday,Oncology,Night,9
Wednesday,Oncology,Night,16
Friday,Emergency,Night,14
Monday,Neurology,Night,5
Wednesday,Cardiology,Evening,22
Sunday,Pediatrics,Evening,5
Tuesday,Cardiology,Morning,12
Wednesday,Neurology,Morning,27
Friday,Oncology,Evening,20
Friday,Cardiology,Afternoon,12
Tuesday,Emergency,Morning,20
Tuesday,Cardiology,Evening,10
Friday,Cardiology,Afternoon,9
Saturday,Oncology,Evening,13
Friday,Oncology,Afternoon,29
Wednesday,Pediatrics,Afternoon,19
Friday,Oncology,Afternoon,23
Tuesday,Oncology,Night,14
Wednesday,Cardiology,Morning,17
Friday,Oncology,Afternoon,14
Monday,Cardiology,Evening,23
Tuesday,Cardiology,Afternoon,14
Saturday,Emergency,Night,9
Monday,Cardiology,Evening,6
Wednesday,Pediatrics,Morning,28
Tuesday,Cardiology,Night,19
Wednesday,Cardiology,Morning,16
Thursday,Neurology,Night,29
Tuesday,Pediatrics,Afternoon,25
Wednesday,Neurology,Night,10
Monday,Emergency,Night,15
Wednesday,Cardiology,Evening,29
Friday,Pediatrics,Evening,18
Sunday,Pediatrics,Morning,26
Friday,Emergency,Night,23
Monday,Oncology,Night,20
Wednesday,Pediatrics,Evening,23
Tuesday,Oncology,Morning,10
Monday,Emergency,Evening,25
Wednesday,Oncology,Night,28
Thursday,Emergency,Morning,6
Friday,Cardiology,Night,19
Monday,Cardiology,Morning,12
Wednesday,Cardiology,Morning,13
Thursday,Neurology,Morning,9
Friday,Pediatrics,Afternoon,29
Thursday,Emergency,Night,26
Saturday,Oncology,Evening,5
Sunday,Emergency,Morning,28
Monday,Neurology,Afternoon,10
Wednesday,Oncology,Night,23
Thursday,Neurology,Evening,5
Sunday,Oncology,Evening,23
Thursday,Pediatrics,Morning,6
Thursday,Cardiology,Afternoon,6
Tuesday,Cardiology,Night,23
Sunday,Pediatrics,Evening,6
Thursday,Pediatrics,Evening,26
Wednesday,Cardiology,Evening,10
Wednesday,Emergency,Morning,27
Wednesday,Oncology,Morning,14
Sunday,Emergency,Night,7
Friday,Emergency,Night,24
Thursday,Pediatrics,Afternoon,13
Sunday,Cardiology,Morning,7
Monday,Oncology,Night,19
Friday,Cardiology,Morning,17
Saturday,Cardiology,Afternoon,23
Tuesday,Cardiology,Afternoon,9
Wednesday,Pediatrics,Evening,10
Tuesday,Cardiology,Evening,8
Friday,Cardiology,Afternoon,10
Sunday,Oncology,Afternoon,7
Tuesday,Pediatrics,Evening,6
Friday,Emergency,Morning,5
Saturday,Neurology,Evening,8
Sunday,Cardiology,Morning,23
Tuesday,Cardiology,Night,27
Wednesday,Oncology,Morning,11
Sunday,Emergency,Evening,28
Saturday,Neurology,Evening,6
Sunday,Oncology,Morning,16
Sunday,Neurology,Afternoon,22
Sunday,Oncology,Evening,25
Thursday,Oncology,Night,27
Wednesday,Pediatrics,Evening,16
Saturday,Oncology,Morning,20
Sunday,Emergency,Morning,28
Wednesday,Pediatrics,Evening,13
Wednesday,Neurology,Evening,15
Thursday,Pediatrics,Evening,5
Wednesday,Neurology,Morning,25
Friday,Neurology,Morning,7
Saturday,Neurology,Night,19
Tuesday,Oncology,Evening,18
Thursday,Emergency,Morning,20
Monday,Pediatrics,Morning,19
Saturday,Neurology,Night,8
Friday,Emergency,Night,19
Saturday,Neurology,Night,16
Thursday,Neurology,Evening,20
Tuesday,Cardiology,Morning,25
Thursday,Neurology,Morning,22
Sunday,Cardiology,Evening,10
Friday,Cardiology,Afternoon,12
Friday,Neurology,Morning,21
Saturday,Emergency,Evening,18
Monday,Emergency,Afternoon,6
Wednesday,Oncology,Evening,22
Tuesday,Cardiology,Night,21
Saturday,Emergency,Morning,10
Sunday,Emergency,Morning,15
Friday,Oncology,Evening,15
Friday,Cardiology,Night,27
Tuesday,Neurology,Night,15
Saturday,Cardiology,Evening,20
Sunday,Pediatrics,Morning,20
Friday,Emergency,Evening,20
Monday,Oncology,Afternoon,18
Monday,Cardiology,Evening,10
Wednesday,Oncology,Evening,17
Sunday,Pediatrics,Afternoon,25
Saturday,Neurology,Night,21
Saturday,Neurology,Afternoon,6
Saturday,Emergency,Afternoon,27
Thursday,Cardiology,Evening,21
Tuesday,Pediatrics,Morning,22
Monday,Cardiology,Morning,21
Monday,Cardiology,Evening,15
Monday,Oncology,Morning,8
Monday,Emergency,Afternoon,26
Sunday,Emergency,Night,22
Wednesday,Cardiology,Morning,24
Friday,Cardiology,Evening,5
Saturday,Pediatrics,Morning,9
Monday,Cardiology,Morning,12
Saturday,Emergency,Afternoon,29
Wednesday,Oncology,Night,17
Sunday,Pediatrics,Afternoon,8
Thursday,Oncology,Night,22
Saturday,Cardiology,Morning,27
Friday,Pediatrics,Afternoon,7
Thursday,Oncology,Night,22
Friday,Pediatrics,Evening,21
Saturday,Neurology,Morning,13
Friday,Neurology,Morning,21
Friday,Emergency,Evening,29
Wednesday,Pediatrics,Morning,8
Tuesday,Pediatrics,Night,19
Thursday,Emergency,Night,28
Friday,Neurology,Afternoon,5
Sunday,Pediatrics,Morning,20
Friday,Emergency,Morning,16
Monday,Emergency,Morning,18
Saturday,Pediatrics,Morning,9
Monday,Neurology,Evening,14
Wednesday,Oncology,Afternoon,12
Friday,Neurology,Morning,26
Thursday,Pediatrics,Evening,29
Saturday,Pediatrics,Evening,18
Thursday,Pediatrics,Night,29
Monday,Neurology,Afternoon,23
Monday,Oncology,Morning,6
Tuesday,Oncology,Afternoon,19
Friday,Emergency,Afternoon,22
Friday,Emergency,Morning,17
Saturday,Cardiology,Night,10
Monday,Cardiology,Night,11
Sunday,Cardiology,Afternoon,14
Monday,Cardiology,Evening,16
Monday,Oncology,Morning,10
Tuesday,Pediatrics,Afternoon,13
Saturday,Oncology,Afternoon,13
Tuesday,Oncology,Afternoon,17
Tuesday,Emergency,Afternoon,9
Friday,Oncology,Evening,23
Sunday,Cardiology,Night,5
Sunday,Emergency,Evening,13
Sunday,Cardiology,Morning,12
Tuesday,Emergency,Evening,11
Friday,Emergency,Afternoon,8
Monday,Neurology,Afternoon,17
Friday,Emergency,Evening,16
Sunday,Neurology,Morning,11
Thursday,Pediatrics,Evening,15
Sunday,Cardiology,Morning,26
Saturday,Oncology,Morning,11
Sunday,Pediatrics,Morning,5
Wednesday,Oncology,Afternoon,27
Sunday,Cardiology,Afternoon,28
Sunday,Oncology,Afternoon,9
Monday,Emergency,Morning,7
Thursday,Pediatrics,Night,17
Wednesday,Neurology,Afternoon,12
Thursday,Oncology,Afternoon,19
Sunday,Pediatrics,Morning,6
Sunday,Neurology,Morning,18
Wednesday,Cardiology,Morning,20
Wednesday,Cardiology,Morning,19
Sunday,Pediatrics,Evening,28
Tuesday,Neurology,Afternoon,20
Thursday,Pediatrics,Night,25
Saturday,Pediatrics,Night,13
Thursday,Neurology,Night,13
Monday,Emergency,Morning,21
Saturday,Oncology,Morning,26
Friday,Oncology,Afternoon,27
Saturday,Oncology,Afternoon,7
Saturday,Pediatrics,Evening,10
Saturday,Oncology,Afternoon,29
Thursday,Pediatrics,Evening,8
Thursday,Pediatrics,Afternoon,27
Monday,Neurology,Evening,7
Monday,Cardiology,Evening,19
Tuesday,Neurology,Night,16
Saturday,Emergency,Afternoon,16
Friday,Oncology,Evening,5
Friday,Neurology,Afternoon,25
Tuesday,Neurology,Morning,18
Saturday,Neurology,Morning,24
Saturday,Emergency,Evening,27
Saturday,Emergency,Morning,11
Monday,Oncology,Evening,26
Sunday,Cardiology,Evening,23
Monday,Oncology,Night,12
Monday,Cardiology,Evening,28
Sunday,Cardiology,Afternoon,23
Sunday,Emergency,Morning,12
Thursday,Emergency,Evening,8
Friday,Neurology,Morning,17
Friday,Oncology,Morning,25
Wednesday,Cardiology,Evening,20
Wednesday,Cardiology,Evening,12
Thursday,Cardiology,Morning,29
Thursday,Neurology,Evening,19
Sunday,Emergency,Morning,18
Friday,Emergency,Afternoon,14
Saturday,Neurology,Evening,22
Wednesday,Oncology,Evening,7
Saturday,Oncology,Morning,11
Tuesday,Neurology,Afternoon,12
Monday,Emergency,Evening,14
Friday,Oncology,Afternoon,10
Tuesday,Cardiology,Night,8
Thursday,Cardiology,Evening,17
Monday,Emergency,Morning,11
Thursday,Neurology,Morning,16
Wednesday,Neurology,Evening,26
Sunday,Oncology,Morning,9
Saturday,Emergency,Afternoon,6
Tuesday,Emergency,Afternoon,16
Sunday,Oncology,Morning,26
Sunday,Emergency,Morning,17
Saturday,Emergency,Morning,28
Sunday,Oncology,Night,13
Monday,Emergency,Morning,17
Monday,Oncology,Evening,16
Thursday,Pediatrics,Night,15
Saturday,Neurology,Night,6
Friday,Neurology,Afternoon,15
Tuesday,Emergency,Morning,26
Monday,Cardiology,Night,23
Monday,Cardiology,Morning,8
Saturday,Neurology,Night,7
Wednesday,Cardiology,Morning,11
Tuesday,Oncology,Morning,13
Tuesday,Oncology,Morning,27
Sunday,Pediatrics,Evening,8
Monday,Cardiology,Night,9
Saturday,Neurology,Evening,15
Tuesday,Pediatrics,Evening,20
Tuesday,Emergency,Evening,22
Monday,Oncology,Morning,10
Monday,Neurology,Afternoon,9
Thursday,Neurology,Evening,27
Sunday,Cardiology,Evening,24
Saturday,Neurology,Afternoon,19
Sunday,Emergency,Evening,23
Thursday,Cardiology,Morning,11
Sunday,Cardiology,Night,27
Saturday,Pediatrics,Night,24
Thursday,Cardiology,Afternoon,29
Thursday,Pediatrics,Afternoon,8
Tuesday,Emergency,Morning,10
Wednesday,Neurology,Morning,15
Monday,Emergency,Night,11
Sunday,Cardiology,Evening,9
Monday,Neurology,Morning,15
Friday,Neurology,Evening,8
Wednesday,Oncology,Morning,25
Saturday,Emergency,Night,29
Sunday,Pediatrics,Evening,21
Wednesday,Emergency,Morning,20
Monday,Emergency,Evening,24
Wednesday,Neurology,Afternoon,6
Saturday,Emergency,Afternoon,9
Sunday,Emergency,Night,15
Sunday,Emergency,Night,29
Friday,Oncology,Afternoon,5
Tuesday,Neurology,Night,29
Saturday,Pediatrics,Morning,24
Thursday,Cardiology,Evening,29
Friday,Neurology,Night,21
Saturday,Oncology,Afternoon,23
Saturday,Pediatrics,Morning,24
Sunday,Cardiology,Afternoon,23
Thursday,Neurology,Evening,24
Monday,Cardiology,Afternoon,16
Tuesday,Oncology,Afternoon,7
Friday,Emergency,Evening,18
Wednesday,Cardiology,Morning,18
Tuesday,Neurology,Morning,7
Friday,Oncology,Night,17
Tuesday,Oncology,Morning,21
Monday,Oncology,Afternoon,6
Sunday,Emergency,Night,21
Wednesday,Emergency,Night,20
Thursday,Neurology,Afternoon,9
Thursday,Oncology,Evening,8
Saturday,Pediatrics,Night,23
Thursday,Oncology,Evening,20
Saturday,Neurology,Evening,27
Friday,Oncology,Night,25
Tuesday,Oncology,Morning,6
Wednesday,Pediatrics,Evening,7
Sunday,Neurology,Afternoon,7
Wednesday,Oncology,Morning,8
Saturday,Emergency,Evening,10
Friday,Cardiology,Evening,26
Wednesday,Pediatrics,Afternoon,18
Wednesday,Pediatrics,Afternoon,17
Tuesday,Neurology,Night,15
Tuesday,Emergency,Night,16
Saturday,Emergency,Night,6
Tuesday,Emergency,Night,24
Friday,Neurology,Afternoon,26
Saturday,Neurology,Night,15
Friday,Neurology,Night,29
Friday,Oncology,Afternoon,22
Wednesday,Oncology,Afternoon,12
Thursday,Pediatrics,Night,8
Wednesday,Pediatrics,Afternoon,23
Tuesday,Cardiology,Morning,16
Sunday,Cardiology,Evening,29
Thursday,Pediatrics,Night,17
Monday,Cardiology,Night,18
Thursday,Oncology,Afternoon,18
Tuesday,Pediatrics,Evening,6
Tuesday,Neurology,Evening,13
Tuesday,Emergency,Afternoon,5
Saturday,Neurology,Evening,15
Sunday,Cardiology,Morning,22
Tuesday,Neurology,Afternoon,12
Monday,Pediatrics,Evening,26
Saturday,Pediatrics,Afternoon,17
Sunday,Cardiology,Evening,20
Thursday,Pediatrics,Night,7
Monday,Neurology,Night,17
Wednesday,Emergency,Night,28
Thursday,Cardiology,Evening,16
Wednesday,Emergency,Afternoon,12
Sunday,Oncology,Evening,24
Wednesday,Emergency,Morning,19
Saturday,Pediatrics,Afternoon,19
Wednesday,Neurology,Afternoon,11
Saturday,Emergency,Morning,29
Tuesday,Emergency,Morning,6
Sunday,Neurology,Afternoon,9
Thursday,Cardiology,Afternoon,21
Friday,Neurology,Morning,7
Sunday,Oncology,Night,7
Thursday,Emergency,Evening,29
Sunday,Neurology,Morning,13
Tuesday,Emergency,Afternoon,25
Thursday,Cardiology,Night,13
Saturday,Emergency,Evening,24
Tuesday,Emergency,Afternoon,12
Thursday,Neurology,Evening,18
Thursday,Cardiology,Afternoon,27
Saturday,Oncology,Morning,13
Wednesday,Neurology,Evening,19
Monday,Neurology,Evening,14
Thursday,Cardiology,Morning,18
Friday,Pediatrics,Morning,27
Monday,Emergency,Night,26
Friday,Neurology,Evening,26
Saturday,Cardiology,Evening,19
Thursday,Neurology,Afternoon,20
Sunday,Cardiology,Night,23
Tuesday,Cardiology,Morning,21
Saturday,Oncology,Morning,8
Sunday,Cardiology,Evening,7
Thursday,Cardiology,Night,11
Sunday,Pediatrics,Morning,6
Wednesday,Emergency,Morning,27
Tuesday,Oncology,Evening,21
Friday,Emergency,Night,24
Thursday,Neurology,Evening,25
Saturday,Oncology,Morning,16
Saturday,Oncology,Afternoon,25
Sunday,Cardiology,Evening,13
Thursday,Pediatrics,Afternoon,5
Tuesday,Cardiology,Morning,13
Thursday,Pediatrics,Afternoon,28
Monday,Oncology,Night,9
Friday,Oncology,Evening,28
Thursday,Pediatrics,Morning,11
Thursday,Cardiology,Morning,9
Tuesday,Cardiology,Night,15
Wednesday,Oncology,Afternoon,8
Saturday,Cardiology,Afternoon,25
Friday,Oncology,Evening,28
Monday,Oncology,Evening,27
Saturday,Neurology,Morning,26
Monday,Pediatrics,Morning,6
Tuesday,Pediatrics,Night,20
Monday,Neurology,Afternoon,9
Wednesday,Neurology,Evening,5
Thursday,Emergency,Afternoon,17
Friday,Oncology,Afternoon,27
Saturday,Emergency,Afternoon,18
Thursday,Oncology,Evening,16
Tuesday,Pediatrics,Evening,6
Thursday,Emergency,Morning,26
Wednesday,Oncology,Afternoon,5
Monday,Pediatrics,Afternoon,20
Saturday,Pediatrics,Evening,10
Friday,Neurology,Night,16
Wednesday,Neurology,Morning,5
Saturday,Emergency,Night,28
Sunday,Cardiology,Morning,9
Tuesday,Cardiology,Afternoon,21
Friday,Pediatrics,Morning,29
Thursday,Oncology,Morning,7
Tuesday,Emergency,Morning,13
Thursday,Emergency,Night,9
Wednesday,Emergency,Morning,29
Saturday,Oncology,Evening,22
Wednesday,Pediatrics,Afternoon,25
Tuesday,Oncology,Evening,8
Sunday,Emergency,Afternoon,12
Monday,Oncology,Evening,28
Tuesday,Pediatrics,Afternoon,5
Monday,Cardiology,Night,25
Tuesday,Emergency,Evening,7
Tuesday,Cardiology,Morning,19
Friday,Neurology,Morning,17
Sunday,Cardiology,Afternoon,8
Monday,Neurology,Evening,19
Monday,Oncology,Evening,18
Saturday,Neurology,Night,22
Wednesday,Cardiology,Evening,14
Thursday,Pediatrics,Evening,27
Wednesday,Pediatrics,Evening,16
Monday,Cardiology,Afternoon,7
Friday,Cardiology,Morning,28
Sunday,Neurology,Night,15
Monday,Cardiology,Morning,28
Saturday,Cardiology,Afternoon,20
Thursday,Cardiology,Night,25
Thursday,Cardiology,Night,13
Tuesday,Emergency,Afternoon,28
Friday,Emergency,Evening,12
Saturday,Pediatrics,Night,7
Wednesday,Neurology,Night,11
Friday,Pediatrics,Night,18
Tuesday,Pediatrics,Evening,24
Monday,Neurology,Evening,22
Sunday,Neurology,Night,25
Saturday,Pediatrics,Evening,19
Sunday,Cardiology,Evening,6
Thursday,Cardiology,Morning,21
Monday,Oncology,Evening,15
Monday,Oncology,Morning,5
Tuesday,Oncology,Night,9
Wednesday,Pediatrics,Evening,8
Monday,Neurology,Afternoon,24
Thursday,Emergency,Morning,19
Thursday,Neurology,Night,25
Wednesday,Emergency,Morning,15
Wednesday,Neurology,Afternoon,29
Tuesday,Neurology,Morning,9
Sunday,Emergency,Night,12
Friday,Cardiology,Night,22
Thursday,Oncology,Night,24
Monday,Pediatrics,Morning,21
Tuesday,Pediatrics,Afternoon,24
Wednesday,Cardiology,Morning,13
Monday,Cardiology,Afternoon,11
Friday,Pediatrics,Afternoon,24
Saturday,Emergency,Night,12
Wednesday,Pediatrics,Night,11
Sunday,Neurology,Evening,17
Sunday,Emergency,Morning,11
Friday,Cardiology,Afternoon,21
Friday,Pediatrics,Night,20
Thursday,Cardiology,Evening,6
Saturday,Emergency,Afternoon,5
Thursday,Neurology,Evening,26
Friday,Neurology,Morning,17
Saturday,Cardiology,Morning,14
Thursday,Emergency,Night,23
Saturday,Neurology,Afternoon,5
Sunday,Neurology,Night,19
Saturday,Neurology,Evening,8
Sunday,Emergency,Evening,22
Wednesday,Neurology,Morning,15
Friday,Emergency,Afternoon,17
Friday,Cardiology,Afternoon,15
Tuesday,Emergency,Evening,10
Tuesday,Cardiology,Night,19
Tuesday,Cardiology,Evening,17
Tuesday,Neurology,Night,21
Monday,Cardiology,Afternoon,20
Tuesday,Cardiology,Night,27
Wednesday,Oncology,Evening,14
Monday,Oncology,Morning,13
Wednesday,Oncology,Afternoon,9
Tuesday,Pediatrics,Evening,13
Friday,Emergency,Night,29
Sunday,Emergency,Evening,15
Monday,Oncology,Afternoon,6
Sunday,Neurology,Morning,10
Friday,Oncology,Evening,23
Sunday,Emergency,Morning,25
Wednesday,Oncology,Morning,29
Wednesday,Neurology,Night,25
Monday,Emergency,Night,6
Sunday,Cardiology,Morning,12
Sunday,Neurology,Night,21
Saturday,Pediatrics,Evening,5
Wednesday,Oncology,Night,25
Saturday,Emergency,Night,13
Monday,Neurology,Evening,23
Wednesday,Pediatrics,Morning,9
Friday,Emergency,Morning,27
Thursday,Emergency,Night,11
Tuesday,Oncology,Morning,27
Tuesday,Neurology,Evening,23
Thursday,Cardiology,Night,25
Thursday,Emergency,Evening,27
Monday,Neurology,Evening,26
Wednesday,Pediatrics,Night,15
Friday,Cardiology,Night,15
Tuesday,Emergency,Evening,25
Thursday,Oncology,Evening,20
Saturday,Oncology,Evening,17
Sunday,Cardiology,Afternoon,21
Saturday,Emergency,Morning,24
Sunday,Emergency,Evening,15
Thursday,Pediatrics,Night,21
Sunday,Pediatrics,Morning,12
Thursday,Oncology,Evening,19
Wednesday,Oncology,Morning,9
Saturday,Emergency,Afternoon,19
Friday,Neurology,Afternoon,17
Thursday,Pediatrics,Morning,8
Friday,Cardiology,Afternoon,21
Tuesday,Cardiology,Evening,12
Monday,Cardiology,Afternoon,14
Monday,Oncology,Morning,15
Tuesday,Neurology,Afternoon,10
Monday,Cardiology,Afternoon,11
Thursday,Oncology,Morning,8
Saturday,Pediatrics,Evening,21
Sunday,Pediatrics,Evening,21
Wednesday,Neurology,Evening,12
Monday,Oncology,Afternoon,18
Tuesday,Emergency,Evening,5
Wednesday,Pediatrics,Afternoon,28
Tuesday,Oncology,Evening,12
Thursday,Neurology,Night,8
Tuesday,Pediatrics,Afternoon,20
Saturday,Oncology,Morning,8
Thursday,Emergency,Night,29
Monday,Emergency,Night,6
Wednesday,Neurology,Evening,10
Friday,Pediatrics,Afternoon,9
Saturday,Neurology,Night,27
Wednesday,Emergency,Afternoon,10
Friday,Neurology,Night,26
Sunday,Pediatrics,Afternoon,19
Monday,Pediatrics,Evening,20
Tuesday,Oncology,Afternoon,10
Sunday,Oncology,Morning,23
Saturday,Cardiology,Afternoon,7
Saturday,Oncology,Morning,24
Thursday,Cardiology,Evening,7
Thursday,Oncology,Night,12
Sunday,Pediatrics,Afternoon,12
Thursday,Pediatrics,Afternoon,21
Sunday,Neurology,Afternoon,25
Monday,Pediatrics,Morning,12
Monday,Pediatrics,Morning,23
Saturday,Cardiology,Morning,18
Friday,Neurology,Afternoon,14
Wednesday,Pediatrics,Afternoon,27
Wednesday,Pediatrics,Afternoon,11
Sunday,Emergency,Morning,19
Tuesday,Pediatrics,Night,9
Friday,Emergency,Night,6
Monday,Oncology,Morning,17
Monday,Oncology,Morning,15
Thursday,Pediatrics,Night,22
Friday,Neurology,Evening,18
Friday,Pediatrics,Morning,20
Monday,Oncology,Night,22
Friday,Emergency,Evening,19
Thursday,Emergency,Afternoon,8
Thursday,Oncology,Afternoon,7
Saturday,Pediatrics,Afternoon,25
Monday,Oncology,Night,18
Monday,Oncology,Morning,12
Friday,Emergency,Night,13
Saturday,Emergency,Evening,20
Friday,Oncology,Morning,25
Saturday,Emergency,Afternoon,25
Saturday,Pediatrics,Morning,23
Saturday,Pediatrics,Morning,12
Wednesday,Cardiology,Morning,29
Friday,Oncology,Afternoon,16
Sunday,Neurology,Afternoon,7
Friday,Pediatrics,Night,5
Tuesday,Emergency,Afternoon,20
Saturday,Oncology,Evening,5
Monday,Neurology,Night,15
Friday,Neurology,Morning,27
Tuesday,Neurology,Night,23
Friday,Neurology,Night,8
Monday,Pediatrics,Morning,15
Wednesday,Cardiology,Morning,23
Saturday,Emergency,Afternoon,10
Sunday,Pediatrics,Morning,14
Saturday,Cardiology,Morning,14
Sunday,Pediatrics,Morning,5
Thursday,Emergency,Evening,18
Monday,Pediatrics,Morning,28
Monday,Emergency,Evening,29
Tuesday,Oncology,Afternoon,11
Tuesday,Pediatrics,Afternoon,20
Tuesday,Oncology,Night,26
Wednesday,Pediatrics,Evening,10
Tuesday,Oncology,Afternoon,16
Monday,Oncology,Morning,9
Tuesday,Oncology,Morning,11
Friday,Neurology,Evening,27
Sunday,Cardiology,Morning,11
Friday,Cardiology,Evening,15
Thursday,Oncology,Evening,9
Friday,Neurology,Night,20
Thursday,Neurology,Afternoon,13
Sunday,Emergency,Night,21
Friday,Neurology,Morning,23
Sunday,Oncology,Afternoon,13
Wednesday,Emergency,Morning,20
Thursday,Cardiology,Afternoon,28
Sunday,Cardiology,Evening,6
Friday,Pediatrics,Afternoon,18
Thursday,Oncology,Evening,11
Sunday,Pediatrics,Night,20
Saturday,Cardiology,Night,12
Thursday,Neurology,Evening,8
Friday,Emergency,Evening,17
Monday,Pediatrics,Morning,29
Tuesday,Oncology,Afternoon,6
Thursday,Cardiology,Afternoon,20
Saturday,Cardiology,Evening,15
Thursday,Emergency,Evening,7
Thursday,Cardiology,Night,13
Tuesday,Pediatrics,Evening,18
Saturday,Cardiology,Morning,26
Thursday,Cardiology,Evening,21
Sunday,Emergency,Night,17
Thursday,Neurology,Afternoon,10
Friday,Oncology,Afternoon,21
Monday,Oncology,Morning,12
Saturday,Pediatrics,Morning,21
Wednesday,Oncology,Morning,19
Wednesday,Emergency,Morning,9
Saturday,Emergency,Afternoon,6
Tuesday,Cardiology,Evening,26
Saturday,Cardiology,Evening,18
Saturday,Pediatrics,Night,6
Wednesday,Neurology,Morning,5
Monday,Cardiology,Afternoon,5
Wednesday,Emergency,Morning,15
Monday,Cardiology,Night,8
